isbn13,title,authorLN,authorFN,subjects,num of subjects,format,price,publisher,pubdate
9780393316988,Postmodern American Fiction: A Norton Anthology,Geyh,Paula,"Postmodernism - Literary Movements, 20th Century American Literature - Post WWII - Literary Criticism, American Literature Anthologies",3.0,Paperback,$18.76,"Norton, W. W. & Company, Inc.",September 1997
9780813538624,Bronx Accent: A Literary and Pictorial History of the Borough,Ultan,Lloyd,"United States History - Northeastern & Middle Atlantic Region, American Literature Anthologies, U.S. Travel - Major Cities, General & Miscellaneous Literature Anthologies, Travel - General & Miscellaneous, U.S. Travel - States, Photography - Travel, Trave",8.0,Paperback,$24.95,Rivergate Books,March 2006
9780486294506,Native American Songs and Poems: An Anthology,Swann,Brian,"Poetry Anthologies, Native North American Peoples - General & Miscellaneous, American Poetry, American Music - General & Miscellaneous, American Literature Anthologies, Native North American Peoples - Authors & Literature, Native North Americans - Music",7.0,Paperback,$2.99,Dover Publications,September 1996
9780618751181,The Best American Sports Writing 2008,Nack,William,"Sports Essays, American Literature Anthologies",2.0,Paperback,$13.58,Houghton Mifflin Harcourt,October 2008
9781440151514,The Lost Algonquin Round Table,Benchley,Nat,"American & Canadian Literature, American Literature Anthologies, General & Miscellaneous Literature Anthologies, US & Canadian Literary Biography",4.0,Paperback,$18.95,"iUniverse, Incorporated",July 2009
9780822220763,Thom Pain (based on nothing),Eno,Will,"Scenes and Monologues, Drama Anthologies, American Drama, American Literature Anthologies, Theater - General & Miscellaneous",5.0,Paperback,$10.18,"Dramatists Play Service, Incorporated",November 2005
9780896086999,Death Blossoms: Reflections from a Prisoner of Conscience,Abu-Jamal,Mumia,"Biographies &amp; Autobiographies, General",2.0,Paperback,$12.00,South End Press,July 2003
9781581825237,"B. O. O. B. S.: A Bunch of Outrageous Breast-Cancer Survivors Tell Their Stories of Courage, Hope and Healing",Fisher,Ann Kempner,"Women's Diseases & Disorders, Cancer, Cancer Patients - Biography, Women's Biography - General & Miscellaneous, American Literature Anthologies",5.0,Paperback,$13.50,Turner Publishing Company,January 2006
9781598530513,Becoming Americans: Four Centuries of Immigrant Writing,Stavans,Ilan,"Immigrants, Immigrants - Writings & Literature, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",4.0,Hardcover,$40.00,Library of America,October 2009
9780618379026,Dream Me Home Safely: Writers on Growing Up in America,Shreve,Susan Richards,"U.S. Authors - 20th Century - Literary Biography, 20th Century American History - Social Aspects - General & Miscellaneous, Childhood Memoirs & Biography, Self-Improvement, American Literature Anthologies",5.0,Paperback,$14.47,Houghton Mifflin Harcourt,October 2003
9780618427055,The Best American Short Stories 2005,Chabon,Michael,"American Fiction, Short Story Collections (Single Author), Short Story Anthologies, American Literature Anthologies",4.0,Paperback,$17.98,Houghton Mifflin Harcourt,October 2005
9781590170380,The Stuffed Owl: An Anthology of Bad Verse,Lewis,D.B. Wyndham,"Poetry Anthologies, American Poetry, English Poetry, English & Irish Literature Anthologies, American Literature Anthologies",5.0,Paperback,$18.19,New York Review of Books,March 2003
9780077239053,"The American Tradition in Literature, Volume 2 (book alone)",Perkins,George,American Literature Anthologies,1.0,Paperback,$104.07,"McGraw-Hill Companies, The",October 2008
9780195144567,American Working-Class Literature: An Anthology,Coles,Nicholas,"Literature Anthologies - General & Miscellaneous, American Literature Anthologies",2.0,Paperback,$57.22,"Oxford University Press, USA",August 2006
9781569472187,The Butterfly's Way: Voices from the Haitian Dyaspora in the United States,Danticat,Edwidge,American Literature Anthologies,1.0,Paperback,$11.43,"Soho Press, Incorporated",July 2003
9780312412081,Bedford Anthology of American Literature: Volume Two: 1865 to Present,Belasco,Susan,American Literature Anthologies,1.0,Paperback,$59.78,Bedford/St. Martin's,February 2008
9780393318739,"Titanica: The Disaster of the Century in Poetry, Song and Prose",Biel,Steven,"Literature Anthologies - General & Miscellaneous, American Literature Anthologies",2.0,Paperback,$11.00,"Norton, W. W. & Company, Inc.",September 1998
9781893996380,The Unswept Path: Contemporary American Haiku,Brandi,John,"Poetry, Anthologies (multiple authors)",2.0,Paperback,$15.00,White Pine Press,September 2005
9780312115524,"The Vietnam War in American Stories, Songs, and Poems",Franklin,H. Bruce,American Literature Anthologies,1.0,Paperback,$18.75,Bedford/St. Martin's,August 1995
9780618983223,The Best American Essays 2008,Gopnik,Adam,"American Essays, American Literature Anthologies",2.0,Paperback,$11.92,Houghton Mifflin Harcourt,October 2008
9780743299756,The Best American Poetry 2008,Wright,Charles,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$16.00,Simon & Schuster Adult Publishing Group,September 2008
9781598530421,Poems from the Women's Movement,Moore,Honor,"Poetry, American Literature Anthologies, Anthologies",3.0,Hardcover,$18.88,Library of America,April 2009
9780806628448,Listening for God: Contemporary Literature And The Life Of Faith: Volume 2,Carlson,Paula J.,"Faith, Literature Anthologies - General & Miscellaneous, Religious Inspiration - General, General & Miscellaneous Christian Life, American Literature Anthologies",5.0,Paperback,$13.43,"Augsburg Fortress, Publishers",January 1998
9780393040012,The Norton Anthology of African American Literature,Gates Jr.,Henry Louis,"Literary Collections, Latin American",2.0,Hardcover,$59.95,"Norton, W. W. & Company, Inc.",November 1996
9780811844949,New Orleans Stories: Great Writers on the City,Miller,John,"Urban Sociology, American Literature Anthologies",2.0,Paperback,$1.99,Chronicle Books LLC,June 2004
9780826217790,Sporting Lives: Metaphor and Myth in American Sports,Pipkin,James W.,"Regional Sports, Sport Figures - General & Miscellaneous - Biography, Athletics - General & Miscellaneous, American Literature Anthologies",4.0,Hardcover,$28.75,University of Missouri Press,February 2008
9780321116246,"American Literature, Volume II (Penguin Academics Series)",Cain,William E.,American Literature Anthologies,1.0,Paperback,$42.93,Longman,December 2003
9781558490413,After Frost: Anthol Poetry From N E,Lyman,Henry,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$22.03,University of Massachusetts Press,September 1996
9780963290625,"To The Shore Once More, Volume II: A Journey Down The Jersey Shore; Prose, Poetry, And Works Of Art",Finale,Frank,Literary Collections,1.0,Hardcover,$48.00,Jersey Shore Publications,May 2001
9781573833325,Winter Song: Christmas Readings,L'Engle,Madeleine,"General & Miscellaneous Religion, American Literature Anthologies, General & Miscellaneous Literature Anthologies",3.0,Paperback,$1.99,Regent College Publishing,October 2004
9780060924201,Rag and Bone Shop of the Heart: A Poetry Anthology,Bly,Robert,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$13.82,HarperCollins Publishers,August 1993
9780195162516,Oxford Book of American Poetry,Lehman,David,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Hardcover,$23.20,"Oxford University Press, USA",March 2006
9780143105060,The Portable Jack Kerouac,Kerouac,Jack,"Fiction, American Literature Anthologies",2.0,Paperback,$16.15,Penguin Group (USA),August 2007
9780345395023,Boricuas: Influential Puerto Rican Writings--- An Anthology,Santiago,Roberto,"American Literature Anthologies, World Literature, Fiction Subjects",3.0,Paperback,$13.99,Random House Publishing Group,September 1995
9781595580559,Coming of Age in the 21st Century,Frosch,Mary,"Peoples & Cultures - American Anthologies, Ethnic & Minority Studies - United States",2.0,Paperback,$14.59,"New Press, The",October 2008
9780231109093,Empire City: New York Through the Centuries,Jackson,Kenneth T.,"Places - Literary Anthologies, Regional American Anthologies",2.0,Paperback,$18.20,Columbia University Press,August 2005
9780385423090,Erotique Noire: Black Erotica,Decosta-Willis,Miriam,"Short Story Anthologies, African Americans - Fiction & Literature, African Americans - General & Miscellaneous, Peoples & Cultures - American Anthologies, Erotica",5.0,Paperback,$15.99,Knopf Doubleday Publishing Group,August 1992
9780440378648,Short Story Masterpieces,Warren,Robert Penn,"American Literature Anthologies, Anthologies, Fiction Subjects",3.0,Mass Market Paperback,$7.99,Random House Publishing Group,March 1954
9781557837486,The Best American Short Plays 2006-2007,Parisi,Barbara,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$17.74,Applause Theatre Book Publishers,May 2010
9780805211146,Black on White: Black Writers on What It Means to Be White,Roediger,David R.,"African Americans - General & Miscellaneous, Reference - General & Miscellaneous",2.0,Paperback,$9.99,Knopf Doubleday Publishing Group,January 1999
9780684868691,In a Narrow Grave: Essays on Texas,McMurtry,Larry,"United States History - Southern Region, Essays, American Literature Anthologies, United States History - General & Miscellaneous, Civilization - History",5.0,Paperback,$10.92,Simon & Schuster Adult Publishing Group,July 2001
9780688171612,Queer 13: Lesbian and Gay Writers Recall Seventh Grade,Chase,Clifford,"Biographies &amp; Autobiographies, General",2.0,Paperback,$15.95,HarperCollins Publishers,September 1999
9781596911482,Hokum: An Anthology of African-American Humor,Beatty,Paul,"Humor, General",2.0,Paperback,$16.95,Bloomsbury USA,January 2006
9780375758812,Voices in Our Blood: America's Best on the Civil Rights Movement,Meacham,Jon,"Peoples & Cultures - American Anthologies, American Literature Anthologies",2.0,Paperback,$14.98,Random House Publishing Group,January 2003
9780807131510,The Complete Works of Kate Chopin,Chopin,Kate,"American Fiction, Regional American Anthologies",2.0,Paperback,$40.05,Louisiana State University Press,May 2006
9780321011497,Literature and the Environment: A Reader on Nature and Culture,Anderson,Lorraine,Literary Collections,1.0,Paperback,$68.80,Longman,August 1998
9780618256631,"The Heath Anthology of American Literature, Concise Edition",Lauter,Paul,American Literature Anthologies,1.0,Paperback,$123.58,Cengage Learning,May 2003
9780767918466,Soulscript: A Collection of Classic African American Poetry,Jordan,June,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$15.00,Crown Publishing Group,November 2004
9780393930139,"The Norton Anthology of Literature by Women: The Traditions in English, Vol. 1",Gilbert,Sandra M.,"Literary Criticism, Women Authors",2.0,Hardcover,$59.65,"Norton, W. W. & Company, Inc.",February 2007
9780375755026,Out of Her Mind: Women Writing on Madness,Shannonhouse,Rebecca,"American Literature Anthologies, Women's Biography, Psychological Disorders, Anthologies, Women's Biography, Fiction Subjects, Patient Narratives",7.0,Paperback,$14.22,Random House Publishing Group,February 2003
9781428262508,"The Wadsworth Themes American Literature Series, 1945-Present, Theme 18: Class Conflicts and the American Dream",Parini,Jay,"20th Century American Literature - General & Miscellaneous - Literary Criticism, American Literature Anthologies",2.0,Paperback,$12.90,Cengage Learning,July 2008
9780131937925,Concise Anthology of American Literature,McMichael,George,"Literary Criticism, American",2.0,Paperback,$89.40,Prentice Hall,December 2005
9780679736332,Written by Herself: Autobiographies of American Women,Conway,Jill Ker,"Literary Figures - Women's Biography, Historical Biography - General & Miscellaneous, General & Miscellaneous Women's Literary Biography, Women Authors - General & Miscellaneous - Literary Criticism, American Literature Anthologies",5.0,Paperback,$15.99,Knopf Doubleday Publishing Group,November 1992
9780813545752,Asian American Studies Now: A Critical Reader,Wu,Jean Yu-wen Shen,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, United States History - Ethnic Histories",3.0,Paperback,$35.40,Rutgers University Press,April 2010
9780451528735,Growing Up in the South: An Anthology of Modern Southern Literature,Jones,Suzanne,"American Literature Anthologies, Fiction Subjects",2.0,Mass Market Paperback,$8.95,Penguin Group (USA),January 2003
9780674027633,American Protest Literature,Trodd,Zoe,"Political Protest & Dissent, Political Activism & Social Action, Radical Thought, American Literature Anthologies",4.0,Paperback,$16.45,Harvard University Press,April 2008
9780385491181,The Vietnam Reader: The Definitive Collection of American Fiction and Nonfiction on the War,O'Nan,Stewart,"Fiction, Film Genres, American Literature Anthologies, Southeast Asian History, War Narratives, General & Miscellaneous Literature Anthologies, United States History - 20th Century - Wars & Conflict, United States History - 20th Century - 1945 to 2000, Vi",9.0,Paperback,$15.64,Knopf Doubleday Publishing Group,October 1998
9780393318289,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Bird,Gloria,"Fiction, Anthologies (multiple authors)",2.0,Paperback,$18.95,"Norton, W. W. & Company, Inc.",September 1998
9780393927436,The Norton Anthology of American Literature: Volume E: 1945 to the Present,Klinkowitz,Jerome,American Literature Anthologies,1.0,Paperback,$46.66,"Norton, W. W. & Company, Inc.",April 2007
9780321088994,"Living Literature: An Introduction to Fiction, Poetry, Drama",Brereton,John,"English Language Readers, Academic & Research Paper Writing, Student Life - College Guides, English & Irish Literature Anthologies, American Literature Anthologies, Rhetoric - English Language",6.0,Paperback,$4.09,Longman,January 2007
9781573241380,"Women of the Beat Generation: The Writers, Artists and Muses at the Heart of a Revolution",Knight,Brenda,"American & Canadian Literature, American Literature Anthologies, Women's Biography, Anthologies, US & Canadian Literary Biography, Artists, Architects & Photographers - Biography, Literary Figures - Women's Biography, Women's Biography, General & Miscella",10.0,Paperback,$16.63,Red Wheel/Weiser,October 1998
9781558853997,La Llorona on the Longfellow Bridge: Poetry Y Otras Movidas,Alba,Alicia Gaspar De,Peoples & Cultures - American Anthologies,1.0,Paperback,$7.54,Arte Publico Press,January 2003
9780963290618,"To the Shore Once More: A Portrait Of The Jersey Shore; Prose, Poetry, and Works of Art",Finale,Frank,"Literary Criticism, General",2.0,Hardcover,$44.00,Jersey Shore Publications,July 1999
9780813533308,Witnessing Lynching: American Writers Respond,Rice,Anne P.,"American Literature Anthologies, Criminology, Discrimination & Prejudice",3.0,Paperback,$22.77,Rutgers University Press,October 2003
9780321010063,Longman Anthology of Women's Literature,DeShazer,Mary K.,"Fiction, American Literature Anthologies, Anthologies",3.0,Paperback,$100.00,Longman,December 2000
9780981519425,Elements of Evolutionary Genetics,Charlesworth,Brian,"Organic Chemistry, Regional American Anthologies, Microscopes & Microscopy - General & Miscellaneous, Folklore - General & Miscellaneous, Fiction - General & Miscellaneous, Genetics - Variations and Mutations, American Literature Anthologies, Cognitive Ps",8.0,Hardcover,$73.92,Roberts & Company Publishers,January 2010
9780395926888,The Best American Short Stories 2001,Kingsolver,Barbara,"American Fiction, Short Story Collections (Single Author), Short Story Anthologies, American Literature Anthologies",4.0,Paperback,$20.35,Houghton Mifflin Harcourt,October 2001
9780231112598,The Classic Hundred Poems: All-Time Favorites,Harmon,William,"Poetry, American Literature Anthologies, Anthologies, English, Irish, & Scottish Poetry",6.0,Paperback,$16.40,Columbia University Press,March 1998
9780618902811,The Best American Nonrequired Reading 2007,Eggers,Dave,American Essays,1.0,Paperback,$30.95,Houghton Mifflin Harcourt,October 2007
9781575257624,The Best New Playwrights 2009,Harbison,Lawrence,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.95,"Smith & Kraus, Inc.",December 2009
9780375703003,The Vintage Book of African American Poetry,Harper,Michael S.,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$16.32,Knopf Doubleday Publishing Group,February 2000
9780385422437,Crossing the Danger Water: Three Hundred Years of African-American Writing,Mullane,Deirdre,"Peoples & Cultures - American Anthologies, General & Miscellaneous African American History",2.0,Paperback,$19.74,Knopf Doubleday Publishing Group,September 1993
9781575255897,2007: The Best Ten-Minute Plays for Two Actors,Harbison,Lawrence,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$18.76,"Smith & Kraus, Inc.",April 2008
9781604330373,The Hudson River Valley Reader,Goodman,Edward C.,"History, United States",2.0,Hardcover,$19.95,Cider Mill Press,March 2009
9780965834445,Down Time: Great Writers on Diving,Kittrell,Ed,"Nautical & Maritime Fiction, Sports Essays, Submarines - Military History, Submarines, Oceanography, Scuba & Snorkeling, Shipwrecks & Underwater Exploration, Natural Terrain - Oceans & Seas, Literary Styles & Movements - Fiction, American Literature Antho",10.0,Paperback,$1.99,Look Away Books,April 2001
9780375414589,Blues Poems (Everyman's Library Pocket Poets),Young,Kevin,"Poetry Anthologies, American Poetry, Music Lyrics & Texts, African American Music, American Literature Anthologies",5.0,Hardcover,$11.82,Knopf Doubleday Publishing Group,September 2003
9780807028230,Age Ain't Nothing But a Number: Black Women Explore Midlife,Brice,Carleen,"Middle Age, Women Authors - Literature Anthologies, Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, Aging - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",7.0,Paperback,$18.95,Beacon,May 2003
9780874177596,Literary Nevada: Writings from the Silver State,Glotfelty,Cheryll,American Literature Anthologies,1.0,Paperback,$23.20,University of Nevada Press,August 2008
9780822220428,Nickel and Dimed,Holden,Joan,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$7.20,"Dramatists Play Service, Incorporated",November 2005
9780451527448,The Haves and Have Nots: 30 Stories about Money and Class in America,Solomon,Barbara H.,"Short Story Anthologies, Conflicts - Fiction, Literary Styles & Movements - Fiction, American Literature Anthologies",4.0,Mass Market Paperback,$7.95,Penguin Group (USA),October 1999
9781557836960,The Best American Short Plays 2003-2004,Young,Glenn,"Drama, General & Miscellaneous Drama, American Literature Anthologies, Anthologies",4.0,Paperback,$13.25,Applause Theatre Book Publishers,September 2006
9780321093837,Latino Boom: An Anthology of U. S. Latino Literature,Christie,John,Peoples & Cultures - American Anthologies,1.0,Paperback,$75.00,Longman,July 2005
9781555837471,Up All Night: Adventures in Lesbian Sex,Bias,Stacy,"Short Story Anthologies, Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies, Gay & Lesbian Fiction, Erotica",5.0,Paperback,$1.99,Alyson Books,January 2004
9780195122718,Anthology of Modern American Poetry,Nelson,Cary,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$64.00,"Oxford University Press, USA",January 2000
9780786869183,"A Patriot'S Handbook: Songs, Poems, Stories, And Speeches Celebrating The Land We Love",Kennedy,Caroline,"Poetry Anthologies, American Poetry, United States History - Reference, United States History - General & Miscellaneous, American Music - General & Miscellaneous, American Literature Anthologies, American Peoples & Cultures - Quotations, Speeches",8.0,Hardcover,$13.25,Hyperion,May 2003
9780618532988,The Heath Anthology of American Literature: Volume B: Early Nineteenth Century (1800-1865),Lauter,Paul,American Literature Anthologies,1.0,Paperback,$57.95,Cengage Learning,December 2004
9780791419045,Immigrant Women,Seller,Maxine Schwartz,Literary Collections,1.0,Paperback,$31.95,State University of New York Press,July 1994
9781572331327,The American Aeneas: Classical Origins of the American Self,Shields,John C.,"Classicism, United States Studies - General & Miscellaneous, United States - Civilization, Literary Criticism - U.S. Fiction & Prose Literature - General & Miscellaneous, Greco-Roman Folklore & Mythology, Ancient Roman Poetry - Literary Criticism, Literar",7.0,Hardcover,$33.00,University of Tennessee Press,October 2001
9781555839970,"Love, Castro Street: Reflections of San Francisco",Forrest,Katherine V.,"American Literature Anthologies, Anthologies, Gay & Lesbian Studies",3.0,Paperback,$1.99,Alyson Books,May 2007
9781575252711,"The Women's Project and Productions: The Best One-Act Plays, 1975-1999",Miles,Julia,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.15,"Smith & Kraus, Inc.",June 2002
9780814727478,Feeling Italian: The Art of Ethnicity in America,Ferraro,Thomas,"United States - Ethnic & Race Relations, United States - Civilization, Italian American Studies, Ethnic & Minority Studies - United States, American Literature Anthologies",5.0,Paperback,$22.08,New York University Press,May 2005
9780415924443,"Pamphlets of Protest: An Anthology of Early African American Protest Literature, 1790-1860",Newman,Richard G.,"African Americans - General & Miscellaneous, United States History - African American History, United States History - 19th Century - Civil War, African American History, Social Sciences - General & Miscellaneous, Political Activism & Participation, Ameri",7.0,Paperback,$39.95,"Taylor & Francis, Inc.",October 2000
9780374525217,A Whole Other Ball Game: Women's Literature on Women's Sport,Sandoz,Joli,"Women Authors - Literature Anthologies, Sports - General, Athletics - General & Miscellaneous, Sports & Adventure - Literary Anthologies, American Literature Anthologies",5.0,Paperback,$20.91,"Farrar, Straus and Giroux",September 1997
9781405188623,A Companion to African American Literature,Jarrett,Gene A.,"Literary Criticism, American",2.0,Hardcover,$149.95,"Wiley, John & Sons, Incorporated",May 2010
9781880000762,The Palm of My Heart: Poetry by African American Children,Adedjouma,Davida,"Poetry, Poetry - Assorted Topics, American Literature Anthologies, Anthologies, Children - Fiction & Literature, Children - Poetry",6.0,Hardcover,$8.32,"Lee & Low Books, Inc.",May 2003
9780313308604,"Women and Children of the Mills: An Annotated Guide to Nineteenth-Century American Textile Factory Literature, Vol. 28",Ranta,Judith,"U.S. Literature - Reference, Literary Reference - General & Miscellaneous, Businesswomen & Professional Women - Biography, United States Studies - General & Miscellaneous, Society & Culture in Literature, Labor Studies - General & Miscellaneous, American",7.0,Hardcover,$110.95,"Greenwood Publishing Group, Incorporated",July 1999
9780804111676,Rising Voices,Hirschfelder,Arlene,"American Literature Anthologies, General & Miscellaneous Native American Studies, Native North American People",3.0,Mass Market Paperback,$6.99,Random House Publishing Group,July 1993
9780345383174,Brotherman: The Odyssey of Black Men in America--an Anthology,Allen,Robert,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, American Literature Anthologies",3.0,Paperback,$1.99,Random House Publishing Group,January 1996
9780345382221,Literary Journalism: A New Collection of the Best American Nonfiction,Kramer,Mark,"Journalism - Collections & History, American Essays, American Literature Anthologies, Journalism - General & Miscellaneous",4.0,Paperback,$10.98,Random House Publishing Group,May 1995
9781931082563,Americans in Paris: A Literary Anthology,Gopnik,Adam,"Europe - Travel Essays & Descriptions, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Cities of Europe - Travel, France - Travel, Travel - Cities of Europe",6.0,Hardcover,$35.00,Library of America,March 2004
9780140390148,Uncle Remus: His Songs and His Sayings,Harris,Joel Chandler,"North American Folklore & Mythology, African Americans - General & Miscellaneous, American Fiction & Literature Classics, African Americans - Folklore & Mythology, Literary Styles & Movements - Fiction",5.0,Paperback,$13.98,Penguin Group (USA),September 1982
9780918949257,If I Had My Life to Live Over,Martz,Sandra,"Women Authors - Literature Anthologies, American Literature Anthologies",2.0,Hardcover,$1.99,Moyer Bell,January 2010
9780393310900,Postmodern American Poetry: A Norton Anthology,Hoover,Paul,"Poetry, American",2.0,Paperback,$29.95,"Norton, W. W. & Company, Inc.",May 1994
9781400033218,Sisters of the Earth: Women's Prose and Poetry About Nature,Anderson,Lorraine,"Women Authors - Literature Anthologies, Natural Literature & History, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",4.0,Paperback,$14.22,Knopf Doubleday Publishing Group,December 2003
9781598530339,The Lincoln Anthology: Great Writers on His Life and Legacy from 1860 to Now,Holzer,Harold,"United States History - Reference, Presidents of the United States - Biography, U.S. Politics & Government - 19th Century, 19th Century American History - Politics & Government - Presidents, American Literature Anthologies, Union - Civil War History",6.0,Hardcover,$27.10,Library of America,December 2008
9781589801769,"Halloween Reader: Poems, Stories, and Plays from Halloweens Past",Bannatyne,Lesley Pratt,"English & Irish Literature Anthologies, American Literature Anthologies",2.0,Paperback,$12.09,"Pelican Publishing Company, Incorporated",August 2004
9780321116239,"American Literature (Penguin Academics Series), Vol. 1",Cain,William E.,American Literature Anthologies,1.0,Paperback,$41.58,Longman,February 2004
9780631204497,Modernism: An Anthology,Rainey,Lawrence,"Modernism - Literary Movements, English & Irish Literature Anthologies, American Literature Anthologies",3.0,Paperback,$50.48,"Wiley, John & Sons, Incorporated",January 2005
9780813531649,The New Anthology of American Poetry: Volume II: Modernisms: 1900-1950,Axelrod,Steven Gould,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$32.39,Rutgers University Press,February 2005
9780816513840,Infinite Divisions: An Anthology of Chicana Literature,Rebolledo,Tey Diana,"Women Authors - Literature Anthologies, Peoples & Cultures - American Anthologies, American Literature Anthologies",3.0,Paperback,$24.95,University of Arizona Press,June 1993
9780786436842,A Hallowe'en Anthology: Literary and Historical Writings over the Centuries,Morton,Lisa,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Anthologies",3.0,Paperback,$21.00,"McFarland & Company, Incorporated Publishers",January 2008
9780312596224,Sticks and Stones and Other Student Essays,Thompson,Ruthe,"American Essays, English Language Readers, American Literature Anthologies",3.0,Paperback,$14.21,Bedford/St. Martin's,July 2010
9780072564020,Women's Worlds: The Mcgraw-Hill Anthology of Women's Writing,Warhol-Down,Robyn,"Women Authors - Literature Anthologies, English & Irish Literature Anthologies, American Literature Anthologies",3.0,Paperback,$4.00,"McGraw-Hill Companies, The",December 2007
9780812979923,New York Stories: The Best Writing from Four Decades of New York Magazine,Fishman,Steve,"Places - Literary Anthologies, Regional American Anthologies",2.0,Paperback,$14.98,Random House Publishing Group,September 2008
9780231081221,The Columbia Anthology of American Poetry,Parini,Jay,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Hardcover,$34.24,Columbia University Press,July 1995
9781575256184,New Playwrights: The Best Plays of 2008,Harbison,Lawrence,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.95,"Smith & Kraus, Inc.",February 2009
9780253206374,The Jazz Poetry Anthology,Feinstein,Sascha,"Poetry Anthologies, Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",4.0,Paperback,$19.34,Indiana University Press,June 1991
9781575255590,New Playwrights: The Best Plays of 2006,Lepidus,D. L.,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.95,"Smith & Kraus, Inc.",January 2007
9780295969749,The Last Best Place: A Montana Anthology,Kittredge,William,American Literature Anthologies,1.0,Paperback,$26.56,University of Washington Press,June 2003
9780881508598,A Place Apart: A Cape Cod Reader,Finch,Robert,"Literary Collections, American",2.0,Paperback,$21.95,"Countryman Press, The",June 2009
9780140273052,Prison Writings in 20th-Century America,Franklin,H. Bruce,"Prisons & Prison Life, American Literature Anthologies",2.0,Paperback,$16.34,Penguin Group (USA) Incorporated,June 1998
9781570758461,The Color of Gratitude: And Other Spiritual Surprises,Morneau,Robert,"Poetry, Inspirational & Religious",2.0,Paperback,$12.74,Orbis Books,September 2009
9780060874117,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Auster,Paul,Literary Collections,1.0,Compact Disc,$34.95,HarperCollins Publishers,September 2005
9781565847446,Growing up Poor: A Literary Anthology,Coles,Robert,American Literature Anthologies,1.0,Paperback,$16.95,"New Press, The",June 2002
9780811807845,"Drinking, Smoking and Screwing: Great Writers on Good Times",Nickles,Sara,"Sexology & Sexual Behavior - General & Miscellaneous, Food - Sociocultural Aspects, United States History - Social Aspects, Cooking & Food History, American Literature Anthologies",5.0,Paperback,$13.43,Chronicle Books LLC,August 1994
9780199554652,Literature and Science in the Nineteenth Century: An Anthology,Otis,Laura,"English & Irish Literature Anthologies, American Literature Anthologies",2.0,Paperback,$13.49,"Oxford University Press, USA",August 2009
9781934633199,Mother California: A Story of Redemption Behind Bars,Hartman,Kenneth E.,"Penology & Correctional Studies - General & Miscellaneous, Prisoners & Accused Persons - Biography, United States Studies - General & Miscellaneous, Prisons & Prison Life, American Literature Anthologies",5.0,Hardcover,$17.20,Atlas & Co.,November 2009
9780940450677,"Richard Wright: Later Works (Black Boy, American Hunger, The Outsider)",Wright,Richard,"Peoples & Cultures - American Anthologies, African Americans - Fiction & Literature",2.0,Hardcover,$26.80,Library of America,October 1991
9780813529301,Double-Take: A Revisionist Harlem Renaissance Anthology,Patton,Venetria,"Places - Literary Anthologies, Regional American Anthologies, Peoples & Cultures - American Anthologies, American Literature Anthologies, African American Art",5.0,Paperback,$26.88,Rutgers University Press,December 2001
9780673469564,Hispanic-American Literature: A Brief Introduction and Anthology,Kanellos,Nicolas,"Latinos, American & Canadian Literature, American Literature Anthologies, Latin American & Caribbean Literature",4.0,Paperback,$57.90,Longman,January 1997
9781590304556,The Beat Book: Writings from the Beat Generation,Waldman,Anne,American Literature Anthologies,1.0,Paperback,$15.32,"Shambhala Publications, Inc.",July 2007
9780375413322,Beat Poets,Ciuraru,Carmela,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Hardcover,$10.63,Knopf Doubleday Publishing Group,July 2002
